1;p0;3
1;p1;2
1;p2;6
1;p3;4
2;p0;4
2;p1;6
2;p2;7
2;p3;5
3;p0;8
3;p1;8
3;p2;12
3;p3;11
4;p0;13
4;p1;10
4;p2;13
4;p3;13
5;p0;15
5;p1;11
5;p2;14
5;p3;18
6;p0;18
6;p1;15
6;p2;15
6;p3;24
7;p0;20
7;p1;18
7;p2;19
7;p3;26
8;p0;23
8;p1;21
8;p2;22
8;p3;32
9;p0;27
9;p1;26
9;p2;28
9;p3;34
10;p0;32
10;p1;30
10;p2;31
10;p3;36
